"editid","editor","oldrevisionid","newrevisionid","diffurl","class","annotators","totalannotators","edittime","editcomment","articleid","articletitle"
566265,"Svíčková",67019394,67310366,"http://de.wikipedia.org/w/index.php?diff=67310366&oldid=67019394","regular",3,4,"2009-11-26T22:12:22Z","ib zum Anfang",4892570,"Bobenthaler Knopf"
566267,"WerstenerJung",67327976,67327988,"http://de.wikipedia.org/w/index.php?diff=67327988&oldid=67327976","regular",4,4,"2009-11-27T12:36:09Z","/* Leben und Leistungen */",2069570,"Ina Balin"
566269,"Robert Schediwy",67600088,67600235,"http://de.wikipedia.org/w/index.php?diff=67600235&oldid=67600088","regular",4,4,"2009-12-04T12:45:19Z",,4931711,"Gudrun Baudisch-Wittke"
566290,"Pittimann",67490357,67490382,"http://de.wikipedia.org/w/index.php?diff=67490382&oldid=67490357","regular",3,4,"2009-12-01T15:42:16Z","Änderungen von [[Special:Contributions/129.206.114.203|129.206.114.203]] ([[User talk:129.206.114.203|Diskussion]]) rückgängig gemacht und letzte Version von [[User:131.220.136.195|131.220.136.195]] wiederhergestellt",425544,"Geschichtsfälschung"
566291,"87.123.45.233",67350278,67375263,"http://de.wikipedia.org/w/index.php?diff=67375263&oldid=67350278","regular",4,4,"2009-11-28T17:16:19Z","Änderung 67350278 von [[Special:Contributions/Ampfinger|Ampfinger]] wurde rückgängig gemacht. Kann das Ignorieren der Seitenüberarbeitung nicht nachvollziehen?",765958,"Antonio Di Salvo"
566292,"87.146.242.120",67115072,67556579,"http://de.wikipedia.org/w/index.php?diff=67556579&oldid=67115072","regular",4,4,"2009-12-03T11:22:17Z","/* CD-Aufnahmen */",1568133,"Mischa Maisky"
566293,"S. F. B. Morse",67567886,67588701,"http://de.wikipedia.org/w/index.php?diff=67588701&oldid=67567886","regular",4,4,"2009-12-04T05:00:12Z","/* Ortsname */",2102028,"Würdenhain"
566294,"Joshuado1",67063375,67063420,"http://de.wikipedia.org/w/index.php?diff=67063420&oldid=67063375","regular",4,4,"2009-11-20T21:49:45Z",,1964436,"Dalibor Medic"
566296,"Gorgonar",67485389,67485412,"http://de.wikipedia.org/w/index.php?diff=67485412&oldid=67485389","regular",3,4,"2009-12-01T13:33:30Z","kompletten Absatz entfernt, durchgehend Thesenbildung",213731,"Antirassistische Erziehung"
566297,"Desgphoto",67117726,67117789,"http://de.wikipedia.org/w/index.php?diff=67117789&oldid=67117726","regular",4,4,"2009-11-22T12:30:07Z",,2032818,"Monique Angermüller"
566299,"Graphikus",56287643,67259129,"http://de.wikipedia.org/w/index.php?diff=67259129&oldid=56287643","regular",3,4,"2009-11-25T16:59:49Z","pd ergzt",4204978,"William Sydney Wilson"
566320,"Invisigoth67",63461647,67500419,"http://de.wikipedia.org/w/index.php?diff=67500419&oldid=63461647","regular",4,4,"2009-12-01T20:13:16Z","Datumsangaben entlinkt lt. [[WP:VL]]",149828,"Church of Ireland"
566321,"Björn König",67151129,67151387,"http://de.wikipedia.org/w/index.php?diff=67151387&oldid=67151129","regular",4,4,"2009-11-23T06:50:30Z","Speichermodell, Text+Illustration",3619679,"OpenCL"
566322,"Onkelkoeln",65053581,67141228,"http://de.wikipedia.org/w/index.php?diff=67141228&oldid=65053581","regular",4,4,"2009-11-22T20:58:51Z","typo, etwas gestrafft",548524,"Pfalz-Simmern"
566323,"188.23.106.77",67285486,67529541,"http://de.wikipedia.org/w/index.php?diff=67529541&oldid=67285486","vandalism",25,25,"2009-12-02T16:18:31Z","/* Tierwelt der Tundra */",58387,"Tundra"
566324,"Johann31",65915012,67065981,"http://de.wikipedia.org/w/index.php?diff=67065981&oldid=65915012","regular",4,4,"2009-11-20T23:17:41Z","Text ergänzt, Hinweis auf Freiwilliges Bremisches Jäger-Korps",4166689,"Heinrich Böse (Hauptmann)"
566325,"WDB463",66075674,67245978,"http://de.wikipedia.org/w/index.php?diff=67245978&oldid=66075674","regular",4,4,"2009-11-25T11:39:34Z","Weblink angepasst",1811791,"Ravensberg (Harz)"
566327,"87.172.79.183",67292597,67437712,"http://de.wikipedia.org/w/index.php?diff=67437712&oldid=67292597","vandalism",28,28,"2009-11-30T09:50:50Z","/* Literatur */",44340,"Matthias Claudius"
566328,"NebMaatRe",67459719,67527702,"http://de.wikipedia.org/w/index.php?diff=67527702&oldid=67459719","regular",3,4,"2009-12-02T15:27:12Z","/* Bewertung weiterer inhaltlicher Aussagen */",4912686,"Chronologie der tyrischen Könige (Flavius Josephus)"
566370,"89.56.136.222",64442715,67214633,"http://de.wikipedia.org/w/index.php?diff=67214633&oldid=64442715","regular",4,4,"2009-11-24T15:36:26Z","/* Weblinks */",3570929,"Johannes Neumann (Soziologe)"
566372,"Soccerfreak",67094278,67133466,"http://de.wikipedia.org/w/index.php?diff=67133466&oldid=67094278","regular",4,4,"2009-11-22T18:00:09Z","akt.",4408350,"Fußball-Regionalliga 2009/10"
566373,"Helmuth Furch",67242484,67245866,"http://de.wikipedia.org/w/index.php?diff=67245866&oldid=67242484","regular",4,4,"2009-11-25T11:37:05Z",,4903794,"Altäre der Kaisersteinbrucher Kirche"
566374,"Nepomucki",67669153,67684899,"http://de.wikipedia.org/w/index.php?diff=67684899&oldid=67669153","regular",4,4,"2009-12-06T18:35:57Z","typo",4935862,"Der blaue Vogel"
566375,"W!B:",63485476,67380419,"http://de.wikipedia.org/w/index.php?diff=67380419&oldid=63485476","regular",4,4,"2009-11-28T19:41:35Z","lnk",2609684,"Bernstein Straße"
566376,"Frankee 67",64199705,67402982,"http://de.wikipedia.org/w/index.php?diff=67402982&oldid=64199705","regular",4,4,"2009-11-29T12:32:41Z","/* Weblinks */ +Katg.",908719,"47 Rōnin"
566377,"Giftmischer",67333550,67608218,"http://de.wikipedia.org/w/index.php?diff=67608218&oldid=67333550","regular",3,4,"2009-12-04T16:42:13Z","Infobox",2630240,"Thialbarbital"
566378,"80.136.253.165",65199001,67301630,"http://de.wikipedia.org/w/index.php?diff=67301630&oldid=65199001","vandalism",25,25,"2009-11-26T18:36:26Z","/* Zeit der Öffnung */",580173,"Kaiserlich Japanische Marine"
566400,"Subbuteo",67216126,67274886,"http://de.wikipedia.org/w/index.php?diff=67274886&oldid=67216126","regular",4,4,"2009-11-26T00:51:30Z","Änderungen von [[Special:Contributions/217.226.76.196|217.226.76.196]] ([[User talk:217.226.76.196|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Adl252|Adl252]] wiederhergestellt",284260,"Bundesautobahn 60"
566402,"Aineias",67547067,67581360,"http://de.wikipedia.org/w/index.php?diff=67581360&oldid=67547067","regular",3,4,"2009-12-03T21:20:24Z","Ulaanbaatar --> Ulan Bator, siehe Diskussion da",6346,"10. Dezember"
566403,"JøMa",67232499,67239430,"http://de.wikipedia.org/w/index.php?diff=67239430&oldid=67232499","regular",4,4,"2009-11-25T08:33:42Z","--Leerzeile",2783116,"Haste (Osnabrück)"
566404,"XenonX3",67250289,67250753,"http://de.wikipedia.org/w/index.php?diff=67250753&oldid=67250289","regular",4,4,"2009-11-25T13:47:23Z","QS+",4907867,"Joseba Sarrionandia"
566406,"Andim",66236287,67103080,"http://de.wikipedia.org/w/index.php?diff=67103080&oldid=66236287","regular",4,4,"2009-11-21T23:44:39Z","PD-Fix",873574,"Johann III. (Bretagne)"
566407,"188.23.4.60",66905986,67161625,"http://de.wikipedia.org/w/index.php?diff=67161625&oldid=66905986","regular",4,4,"2009-11-23T12:12:55Z","/* Technische Daten */",532940,"Maybach 57 und 62"
566408,"Alexscho",62937716,67210664,"http://de.wikipedia.org/w/index.php?diff=67210664&oldid=62937716","regular",4,4,"2009-11-24T14:10:50Z","kat",3433909,"Liste der Schwimmeuroparekorde über 4×100 Meter Lagen"
566409,"Webverbesserer",67083423,67083468,"http://de.wikipedia.org/w/index.php?diff=67083468&oldid=67083423","regular",4,4,"2009-11-21T14:11:47Z","/* Leben */ 2. Heirat",3774058,"Martha Gellhorn"
566460,"Nobart",40347711,67403054,"http://de.wikipedia.org/w/index.php?diff=67403054&oldid=40347711","regular",4,4,"2009-11-29T12:34:17Z",,3016480,"Avoda sara (Mischnatraktat)"
566462,"91.112.65.10",67044730,67044750,"http://de.wikipedia.org/w/index.php?diff=67044750&oldid=67044730","vandalism",28,28,"2009-11-20T12:44:37Z",,2577039,"Kärntner Tourismus Schulen"
566463,"Wikijunkie",65595639,67159616,"http://de.wikipedia.org/w/index.php?diff=67159616&oldid=65595639","regular",3,4,"2009-11-23T11:20:09Z","Kleinigkeiten",2250025,"Oleksij Ajdarow"
566464,"85.179.239.53",67291453,67367447,"http://de.wikipedia.org/w/index.php?diff=67367447&oldid=67291453","regular",4,4,"2009-11-28T14:05:31Z","/* Filmografie (Auswahl) */",22554,"Mia Farrow"
566465,"Ubahnfahrn",67310201,67319335,"http://de.wikipedia.org/w/index.php?diff=67319335&oldid=67310201","regular",4,4,"2009-11-27T08:52:07Z","B12 --> St. 2550",114518,"Bundesautobahn 94"
566466,"213.196.249.58",67506804,67565865,"http://de.wikipedia.org/w/index.php?diff=67565865&oldid=67506804","regular",4,4,"2009-12-03T14:58:08Z","/* Leben */",3621,"Nicholas Sparks"
566468,"€pa",67644531,67644616,"http://de.wikipedia.org/w/index.php?diff=67644616&oldid=67644531","regular",4,4,"2009-12-05T17:13:43Z","Kat.",3791625,"Carl Friedrich Vollgraff"
566469,"Janericloebe",67143858,67204991,"http://de.wikipedia.org/w/index.php?diff=67204991&oldid=67143858","regular",4,4,"2009-11-24T11:48:27Z",,198325,"Bahnhof Berlin-Lichtenberg"
566500,"Emes",67074014,67074074,"http://de.wikipedia.org/w/index.php?diff=67074074&oldid=67074014","regular",4,4,"2009-11-21T09:50:06Z","tp",1044601,"Blumau (Südtirol)"
566502,"Uranus95",67585996,67586441,"http://de.wikipedia.org/w/index.php?diff=67586441&oldid=67585996","regular",4,4,"2009-12-04T00:09:28Z",,4538588,"Berliner Nationalklub von 1919"
566503,"Katanga",67473821,67479902,"http://de.wikipedia.org/w/index.php?diff=67479902&oldid=67473821","regular",4,4,"2009-12-01T10:59:51Z","/* Berühmte Mitglieder */",2307556,"Corps Moenania Würzburg"
566504,"F2hg.amsterdam",67278853,67279129,"http://de.wikipedia.org/w/index.php?diff=67279129&oldid=67278853","regular",4,4,"2009-11-26T08:09:54Z","/* Leben */ überarbeitung",4868976,"Ulrich Klan"
566506,"Sven-121",45522486,67458635,"http://de.wikipedia.org/w/index.php?diff=67458635&oldid=45522486","regular",4,4,"2009-11-30T19:04:09Z","Falschen Wiki-Link entfernt und Lteratur hinzugefügt",3392701,"Burg Hohenfels (Oberpfalz)"
566507,"Hadhuey",67269576,67269594,"http://de.wikipedia.org/w/index.php?diff=67269594&oldid=67269576","regular",4,4,"2009-11-25T21:34:27Z","tippo",4617921,"CargoLifter CL75 AirCrane"
566508,"92.117.202.244",64987876,67180393,"http://de.wikipedia.org/w/index.php?diff=67180393&oldid=64987876","regular",4,4,"2009-11-23T19:06:04Z","/* Fernsehserien (Auswahl) */",1384086,"Alona Tal"
566509,"Hans-Jürgen Hübner",67322328,67323186,"http://de.wikipedia.org/w/index.php?diff=67323186&oldid=67322328","regular",4,4,"2009-11-27T10:36:21Z","/* Siehe auch */",867643,"Nuu-chah-nulth"
566550,"Webverbesserer",67093492,67093795,"http://de.wikipedia.org/w/index.php?diff=67093795&oldid=67093492","regular",4,4,"2009-11-21T18:58:27Z","/* Weblinks */ Rob Spence",4823436,"Eyeborg"
566551,"JARU",67351352,67359017,"http://de.wikipedia.org/w/index.php?diff=67359017&oldid=67351352","regular",4,4,"2009-11-28T09:48:30Z","Wichtige Erweiterung, Weltplazierung schafft Relevanz per [[Alleinstellungsmerkmal]]",4676751,"Intimidator 305"
566552,"Engelbaet",67277196,67277313,"http://de.wikipedia.org/w/index.php?diff=67277313&oldid=67277196","regular",4,4,"2009-11-26T06:12:52Z",,4909663,"Stix Hooper"
566553,"Triebtäter (2009)",64622343,67568342,"http://de.wikipedia.org/w/index.php?diff=67568342&oldid=64622343","regular",4,4,"2009-12-03T15:57:29Z","/* Weblinks */",1007768,"Seggerde"
566554,"A. Pichler",67518070,67530042,"http://de.wikipedia.org/w/index.php?diff=67530042&oldid=67518070","regular",4,4,"2009-12-02T16:31:21Z","Interpunktion",4908224,"Tota pulchra es Maria"
566555,"187.22.215.131",67480394,67480541,"http://de.wikipedia.org/w/index.php?diff=67480541&oldid=67480394","regular",4,4,"2009-12-01T11:17:41Z",,4923136,"Sheila Mello"
566556,"194.153.217.248",52545915,67198139,"http://de.wikipedia.org/w/index.php?diff=67198139&oldid=52545915","regular",3,4,"2009-11-24T08:16:35Z",,393147,"Ernst Bokon"
566558,"213.102.109.90",67308111,67308980,"http://de.wikipedia.org/w/index.php?diff=67308980&oldid=67308111","regular",4,4,"2009-11-26T21:39:14Z",,4911997,"Speyside Way"
566580,"Sam Gamdschie",61360747,67528076,"http://de.wikipedia.org/w/index.php?diff=67528076&oldid=61360747","regular",4,4,"2009-12-02T15:38:07Z","Mal auf die Schnelle, die Bundesbahn hatte keine Baureihe 214",284877,"Baureihe V 100"
566581,"Emes",67062948,67063003,"http://de.wikipedia.org/w/index.php?diff=67063003&oldid=67062948","regular",4,4,"2009-11-20T21:37:59Z","typ",1283695,"Porto Santa Margherita"
566582,"Small Axe",67201514,67201584,"http://de.wikipedia.org/w/index.php?diff=67201584&oldid=67201514","regular",4,4,"2009-11-24T10:02:53Z","Änderungen von [[Special:Contributions/87.185.234.213|87.185.234.213]] ([[User talk:87.185.234.213|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Felix Stember|Felix Stember]] wiederhergestellt",124544,"Schlüsselqualifikation"
566584,"RonaldH",62985054,67085854,"http://de.wikipedia.org/w/index.php?diff=67085854&oldid=62985054","regular",4,4,"2009-11-21T15:26:53Z","Kosmetik",2580449,"Octavian Nemescu"
566585,"Koenraad",67548741,67549037,"http://de.wikipedia.org/w/index.php?diff=67549037&oldid=67548741","regular",4,4,"2009-12-03T06:34:09Z","Änderung 67548741 von [[Special:Contributions/84.187.233.250|84.187.233.250]] wurde rückgängig gemacht. Siehe auch EI-Artikel oder Wehr",947154,"Das Rechte gebieten und das Verwerfliche verbieten"
566586,"77.188.7.186",67048681,67084500,"http://de.wikipedia.org/w/index.php?diff=67084500&oldid=67048681","regular",4,4,"2009-11-21T14:47:15Z","Erweiterung um Hinweise auf literarische Werke etc",95112,"Daphne (Mythologie)"
566589,"91.3.116.71",67446877,67447080,"http://de.wikipedia.org/w/index.php?diff=67447080&oldid=67446877","vandalism",28,28,"2009-11-30T14:10:16Z","/* Geschichte */",12752,"Wärmepumpe"
566610,"Chtrede",67426454,67478919,"http://de.wikipedia.org/w/index.php?diff=67478919&oldid=67426454","regular",4,4,"2009-12-01T10:28:04Z",,313215,"Erongo"
566612,"Goldener Kater",55268234,67398448,"http://de.wikipedia.org/w/index.php?diff=67398448&oldid=55268234","regular",4,4,"2009-11-29T11:05:56Z","Wegen Verschiebung angepasst",1543307,"Headshot"
566613,"Århus",63423018,67261831,"http://de.wikipedia.org/w/index.php?diff=67261831&oldid=63423018","regular",4,4,"2009-11-25T18:04:50Z","+box (daten aus es:WP)",1447042,"Las Torres de Cotillas"
566614,"Southpark",64768635,67657976,"http://de.wikipedia.org/w/index.php?diff=67657976&oldid=64768635","regular",3,4,"2009-12-06T00:11:22Z","/* Biografie */ link",4344110,"Oliver Polak"
566615,"Paulcare",67520596,67520624,"http://de.wikipedia.org/w/index.php?diff=67520624&oldid=67520596","regular",4,4,"2009-12-02T11:37:59Z","/* Referenzen */ (CARE Vision GmbH)",902754,"Refraktive Chirurgie"
566617,"95.117.14.128",67573906,67573945,"http://de.wikipedia.org/w/index.php?diff=67573945&oldid=67573906","regular",4,4,"2009-12-03T18:23:40Z","/* Das Wilhelm-Gymnasium heute */",1986114,"Wilhelm-Gymnasium (Braunschweig)"
566618,"Taste1at",67664134,67664140,"http://de.wikipedia.org/w/index.php?diff=67664140&oldid=67664134","regular",4,4,"2009-12-06T09:50:43Z","/* Dienstleistungsfreiheit */",309946,"Grundfreiheit"
566619,"Svíčková",67028764,67029007,"http://de.wikipedia.org/w/index.php?diff=67029007&oldid=67028764","regular",4,4,"2009-11-19T23:00:46Z","/* Wege */ typo",3977066,"Hirschberg (Ohlstadt)"
566640,"Pazucha",66727197,67206573,"http://de.wikipedia.org/w/index.php?diff=67206573&oldid=66727197","regular",4,4,"2009-11-24T12:38:28Z",,2869362,"Maria Caroline von Savoyen"
566641,"AnhaltER1960",63243974,67117564,"http://de.wikipedia.org/w/index.php?diff=67117564&oldid=63243974","regular",4,4,"2009-11-22T12:25:03Z","linkfix",1530234,"Salm-Salm"
566642,"Feuerspiegel",67129124,67311220,"http://de.wikipedia.org/w/index.php?diff=67311220&oldid=67129124","regular",4,4,"2009-11-26T22:40:44Z",,1385352,"Mona Seefried"
566643,"GT1976",66633045,67432782,"http://de.wikipedia.org/w/index.php?diff=67432782&oldid=66633045","regular",4,4,"2009-11-30T05:45:14Z","/* Weblinks */ Kat",1117503,"Ulrich Deppendorf"
566644,"Sitacuisses",67019862,67045954,"http://de.wikipedia.org/w/index.php?diff=67045954&oldid=67019862","regular",4,4,"2009-11-20T13:22:27Z","Linkfix, Weblinks überarbeitet",3125925,"Aelrun Goette"
566645,"072bw035",67542392,67542814,"http://de.wikipedia.org/w/index.php?diff=67542814&oldid=67542392","regular",4,4,"2009-12-02T22:18:18Z",,27858,"US-Dollar"
